subNum,runNum,gender,hand,age,shape_diamondglass,cueloc,coninc,emo_HA_AN_NE,csi_125_500,exshuffle,resp,RT,hit,isi,iti,hit_notslow,slow,stimonset
PN1501,1,m,r,16,1,1,2,1,1,5,1,1.15166029985994,1,0.406993006993007,0.762237762237762,1,0,1823008.4014121
PN1501,1,m,r,16,1,11,2,3,2,23,1,0.518757699988782,1,0.436363636363636,0.94965034965035,1,0,1823012.3397642
PN1501,1,m,r,16,1,1,2,3,2,16,1,0.443349900189787,1,0.507692307692308,0.703496503496504,1,0,1823016.4637391
PN1501,1,m,r,16,2,3,2,1,1,5,2,0.517065600026399,1,0.447552447552448,0.6,1,0,1823019.966293
PN1501,1,m,r,16,2,3,2,2,2,5,2,0.685661400202662,1,0.53006993006993,0.812587412587413,1,0,1823023.7418993
PN1501,1,m,r,16,1,8,1,2,1,16,1,0.445303200045601,1,0.517482517482518,0.781818181818182,1,0,1823027.3575613
PN1501,1,m,r,16,2,11,2,2,1,1,2,0.446832000045106,1,0.404195804195804,0.86013986013986,1,0,1823030.9389307
PN1501,1,m,r,16,2,12,1,1,1,11,2,0.500959899974987,1,0.416783216783217,0.988811188811189,1,0,1823034.5930865
PN1501,1,m,r,16,1,11,1,2,2,5,1,0.483179500093684,1,0.465734265734266,0.751048951048951,1,0,1823038.7568645
PN1501,1,m,r,16,1,11,1,1,2,17,1,0.44291380001232,1,0.461538461538462,0.795804195804196,1,0,1823042.6785578
PN1501,1,m,r,16,2,4,1,3,2,3,2,0.307959099998698,1,0.464335664335664,0.706293706293706,1,0,1823046.6470268
PN1501,1,m,r,16,2,9,1,1,2,4,2,0.405572599964216,1,0.497902097902098,0.983216783216783,1,0,1823050.5218519
PN1501,1,m,r,16,1,5,2,1,2,9,1,0.481346900109202,1,0.560839160839161,0.994405594405595,1,0,1823054.6747345
PN1501,1,m,r,16,1,5,1,1,2,24,1,0.470875200117007,1,0.467132867132867,0.815384615384615,1,0,1823058.8385291
PN1501,1,m,r,16,2,8,1,1,2,7,2,0.552746699890122,1,0.542657342657343,1,1,0,1823062.8252083
PN1501,1,m,r,16,1,8,2,3,2,5,1,0.534983299905434,1,0.58041958041958,0.759440559440559,1,0,1823066.9956413
PN1501,1,m,r,16,1,7,2,1,1,8,2,0.490925499936566,0,0.490909090909091,0.748251748251748,0,0,1823070.5539162
PN1501,1,m,r,16,1,8,2,2,2,21,1,0.474256499903277,1,0.531468531468531,0.958041958041958,1,0,1823074.4731057
PN1501,1,m,r,16,2,5,2,2,2,5,2,0.57665909989737,1,0.562237762237762,0.93006993006993,1,0,1823078.5997579
PN1501,1,m,r,16,2,2,2,3,1,20,2,0.549193399958313,1,0.534265734265734,0.972027972027972,1,0,1823082.3283481
PN1501,1,m,r,16,1,9,2,1,2,7,1,0.514044899959117,1,0.46993006993007,0.966433566433566,1,0,1823086.4743911
PN1501,1,m,r,16,1,9,1,3,1,2,1,0.48483349988237,1,0.440559440559441,0.765034965034965,1,0,1823090.2396112
PN1501,1,m,r,16,1,11,1,1,1,13,1,0.540810200152919,1,0.483916083916084,0.753846153846154,1,0,1823093.8016505
PN1501,1,m,r,16,2,12,2,1,2,9,2,0.364141200203449,1,0.53986013986014,0.834965034965035,1,0,1823097.7282468
PN1501,1,m,r,16,1,9,2,1,1,4,1,0.568282099906355,1,0.476923076923077,0.667132867132867,1,0,1823101.3577381
PN1501,1,m,r,16,1,3,2,1,2,22,1,0.501260199816898,1,0.584615384615385,0.664335664335664,1,0,1823105.195797
PN1501,1,m,r,16,1,10,1,1,2,13,1,0.398826299933717,1,0.563636363636364,0.832167832167832,1,0,1823109.0339641
PN1501,1,m,r,16,1,2,1,1,2,16,1,0.314927600091323,1,0.579020979020979,0.65034965034965,1,0,1823113.0350092
