subNum,runNum,gender,hand,age,shape_diamondglass,cueloc,coninc,emo_HA_AN_NE,csi_125_500,exshuffle,resp,RT,hit,isi,iti,hit_notslow,slow,stimonset
NP2513,1,f,r,16,2,6,1,3,1,18,2,0.706635399983497,1,0.492307692307692,0.969230769230769,1,0,175952.0396405
NP2513,1,f,r,16,2,3,2,1,1,7,2,0.56479400000535,1,0.464335664335664,0.862937062937063,1,0,175955.8132708
NP2513,1,f,r,16,2,8,1,1,2,15,2,0.581410700018751,1,0.453146853146853,0.857342657342657,1,0,175959.8449641
NP2513,1,f,r,16,1,9,1,3,1,10,1,0.615497699996922,1,0.553846153846154,0.94965034965035,1,0,175963.4981055
NP2513,1,f,r,16,2,12,2,3,1,18,2,0.633598700020229,1,0.525874125874126,0.728671328671329,1,0,175967.2442045
NP2513,1,f,r,16,2,3,2,3,1,14,2,0.591226599994116,1,0.516083916083916,0.87972027972028,1,0,175970.7725477
NP2513,1,f,r,16,1,3,2,1,2,6,1,0.579473899997538,1,0.415384615384615,0.73986013986014,1,0,175974.826043
NP2513,1,f,r,16,2,1,1,3,2,20,2,0.378630899998825,1,0.478321678321678,0.653146853146853,1,0,175978.7347825
NP2513,1,f,r,16,2,9,2,1,1,19,2,0.500273399986327,1,0.499300699300699,0.647552447552448,1,0,175982.1823479
NP2513,1,f,r,16,2,2,2,1,1,5,2,0.430032300006133,1,0.475524475524476,0.765034965034965,1,0,175985.627598
NP2513,1,f,r,16,1,10,2,2,2,24,1,0.728244500001892,1,0.436363636363636,0.972027972027972,1,0,175989.5652861
NP2513,1,f,r,16,2,4,2,2,1,21,2,0.549416800000472,1,0.422377622377622,0.893706293706294,1,0,175993.3348071
NP2513,1,f,r,16,2,3,1,3,2,1,2,0.716079900012119,1,0.426573426573427,0.848951048951049,1,0,175997.4037028
NP2513,1,f,r,16,2,2,1,2,1,18,2,0.491269299993291,1,0.454545454545455,0.896503496503497,1,0,176001.0520898
NP2513,1,f,r,16,2,8,2,3,1,6,2,0.499944799987134,1,0.446153846153846,0.725874125874126,1,0,176004.7455475
NP2513,1,f,r,16,1,9,1,3,2,19,1,0.46221759999753,1,0.569230769230769,0.6,1,0,176008.6436585
NP2513,1,f,r,16,1,4,2,1,2,4,1,0.608697999996366,1,0.537062937062937,0.876923076923077,1,0,176012.414212
NP2513,1,f,r,16,2,5,1,2,2,22,2,0.47038149999571,1,0.481118881118881,0.625174825174825,1,0,176016.4613904
NP2513,1,f,r,16,2,4,1,1,2,7,2,0.486209499998949,1,0.528671328671329,0.672727272727273,1,0,176020.2579316
NP2513,1,f,r,16,1,7,1,3,2,20,1,0.473319000011543,1,0.572027972027972,0.938461538461538,1,0,176024.1045123
NP2513,1,f,r,16,2,5,2,3,1,4,2,0.513569900009315,1,0.447552447552448,0.700699300699301,1,0,176027.8415637
NP2513,1,f,r,16,2,2,2,3,1,12,2,0.619587099994533,1,0.565034965034965,0.709090909090909,1,0,176031.3398892
NP2513,1,f,r,16,2,5,2,2,1,6,2,0.519936600001529,1,0.52027972027972,0.902097902097902,1,0,176034.8490101
NP2513,1,f,r,16,1,11,2,1,1,20,1,0.583570699993288,1,0.444755244755245,0.913286713286713,1,0,176038.5494083
NP2513,1,f,r,16,1,10,1,3,2,9,1,0.559692799986806,1,0.412587412587413,0.695104895104895,1,0,176042.6361166
NP2513,1,f,r,16,2,10,1,2,2,8,2,0.645185900008073,1,0.434965034965035,0.851748251748252,1,0,176046.5016587
NP2513,1,f,r,16,1,1,2,3,2,24,1,0.633094299992081,1,0.579020979020979,0.753846153846154,1,0,176050.5340756
NP2513,1,f,r,16,1,3,1,1,1,10,1,0.663737299997592,1,0.598601398601399,0.946853146853147,1,0,176054.0800377
NP2513,1,f,r,16,2,5,1,3,2,22,2,0.435198999999557,1,0.551048951048951,0.958041958041958,1,0,176058.1971111
NP2513,1,f,r,16,2,11,2,2,1,3,2,0.618578599998727,1,0.535664335664336,0.885314685314685,1,0,176061.9513033
NP2513,1,f,r,16,1,1,2,2,1,22,1,0.671513000008417,1,0.405594405594406,0.773426573426573,1,0,176065.6349022
NP2513,1,f,r,16,1,1,2,2,2,5,1,0.574473300017416,1,0.556643356643357,0.681118881118881,1,0,176069.5784258
NP2513,1,f,r,16,1,11,1,1,1,10,1,0.612287099997047,1,0.523076923076923,0.988811188811189,1,0,176073.0544733
NP2513,1,f,r,16,2,9,2,2,2,4,2,0.483547599986196,1,0.500699300699301,0.952447552447552,1,0,176077.2179981
NP2513,1,f,r,16,2,7,2,2,2,1,2,0.504473000008147,1,0.497902097902098,0.756643356643357,1,0,176081.3427872
NP2513,1,f,r,16,1,8,1,3,1,8,1,0.667253099993104,1,0.509090909090909,0.935664335664336,1,0,176084.8948686
NP2513,1,f,r,16,1,10,2,1,1,14,1,0.959676800004672,1,0.552447552447552,0.804195804195804,1,0,176088.6306337
NP2513,1,f,r,16,2,1,2,1,2,6,2,0.515121500007808,1,0.6,0.918881118881119,1,0,176092.609249
NP2513,1,f,r,16,1,6,2,3,2,11,1,0.706080000003567,1,0.576223776223776,0.68951048951049,1,0,176096.7030949
NP2513,1,f,r,16,2,8,2,3,2,3,2,0.51175219999277,1,0.433566433566434,0.974825174825175,1,0,176100.5642559
NP2513,1,f,r,16,1,8,2,1,1,16,1,0.699457800015807,1,0.423776223776224,0.815384615384615,1,0,176104.3352553
NP2513,1,f,r,16,1,4,1,3,1,21,1,0.601755899988348,1,0.476923076923077,0.834965034965035,1,0,176107.9460892
NP2513,1,f,r,16,1,5,2,1,2,5,1,0.644108799984679,1,0.58041958041958,0.770629370629371,1,0,176111.9524224
NP2513,1,f,r,16,2,9,1,1,1,1,2,0.60473120000097,1,0.47972027972028,0.899300699300699,1,0,176115.5193242
NP2513,1,f,r,16,2,9,2,3,2,13,2,0.4409852999961,1,0.560839160839161,0.759440559440559,1,0,176119.5931953
NP2513,1,f,r,16,1,3,2,3,2,23,1,0.550664300011704,1,0.532867132867133,0.781818181818182,1,0,176123.5318608
NP2513,1,f,r,16,2,1,1,2,1,17,2,0.58385600001202,1,0.531468531468531,0.832167832167832,1,0,176127.1167634
NP2513,1,f,r,16,1,10,1,2,1,24,1,0.748491800011834,1,0.583216783216783,0.678321678321678,1,0,176130.7576811
NP2513,1,f,r,16,2,1,1,1,2,12,2,0.387950000003912,1,0.527272727272727,0.921678321678322,1,0,176134.6179797
NP2513,1,f,r,16,1,12,2,1,2,16,1,0.634268900001189,1,0.548251748251748,0.907692307692308,1,0,176138.7184319
NP2513,1,f,r,16,2,11,2,2,2,18,2,0.619637199997669,1,0.496503496503497,0.823776223776224,1,0,176142.7956356
NP2513,1,f,r,16,1,9,1,2,2,10,1,0.473987200006377,1,0.488111888111888,0.997202797202797,1,0,176146.7881945
NP2513,1,f,r,16,1,8,2,1,2,19,1,0.524034500005655,1,0.490909090909091,0.932867132867133,1,0,176150.9536031
NP2513,1,f,r,16,1,3,2,2,1,17,1,0.602497600018978,1,0.597202797202797,0.703496503496504,1,0,176154.6805957
NP2513,1,f,r,16,2,3,2,2,2,13,2,0.470857899985276,1,0.451748251748252,0.655944055944056,1,0,176158.5552163
NP2513,1,f,r,16,1,6,2,2,2,22,1,0.552410099975532,1,0.45034965034965,0.882517482517483,1,0,176162.3831277
NP2513,1,f,r,16,2,7,1,1,1,2,2,0.583103500015568,1,0.408391608391608,0.748251748251748,1,0,176166.0605467
NP2513,1,f,r,16,2,2,2,1,2,23,2,0.890388699976029,1,0.41958041958042,0.846153846153846,1,0,176169.9824847
NP2513,1,f,r,16,1,10,1,1,2,10,1,0.451798499998404,1,0.518881118881119,0.994405594405595,1,0,176174.0046592
NP2513,1,f,r,16,1,12,1,2,1,17,1,0.78762089999509,1,0.457342657342657,0.955244755244755,1,0,176177.8001763
NP2513,1,f,r,16,1,5,1,3,1,15,1,0.691034599993145,1,0.511888111888112,0.602797202797203,1,0,176181.5496518
NP2513,1,f,r,16,1,6,1,1,2,8,1,0.58525569998892,1,0.420979020979021,0.630769230769231,1,0,176185.3219447
NP2513,1,f,r,16,2,6,2,3,1,15,2,0.772581099998206,1,0.53006993006993,0.991608391608392,1,0,176188.7456883
NP2513,1,f,r,16,2,1,2,1,1,23,2,0.605514199996833,1,0.504895104895105,0.904895104895105,1,0,176192.5309514
NP2513,1,f,r,16,1,3,1,1,2,17,1,0.740226800000528,1,0.439160839160839,0.667132867132867,1,0,176196.6113435
NP2513,1,f,r,16,2,6,2,2,1,2,2,0.576340300001903,1,0.513286713286713,0.779020979020979,1,0,176200.073686
NP2513,1,f,r,16,1,2,1,1,1,20,1,0.631291900004726,1,0.432167832167832,0.658741258741259,1,0,176203.6505814
