subNum,runNum,gender,hand,age,shape_diamondglass,cueloc,coninc,emo_HA_AN_NE,csi_125_500,exshuffle,resp,RT,hit,isi,iti,hit_notslow,slow,stimonset
mock04,1,f,r,17,1,10,2,1,1,5,1,1.5637736999779,1,0.570629370629371,0.834965034965035,1,0,511543.9569114
mock04,1,f,r,17,2,7,2,1,1,8,2,0.823508400004357,1,0.401398601398601,0.94965034965035,1,0,511547.6005702
mock04,1,f,r,17,1,7,2,2,1,12,1,1.02876549999928,1,0.556643356643357,0.605594405594406,1,0,511551.3459299
mock04,1,f,r,17,2,6,1,2,2,6,2,1.03333440003917,1,0.444755244755245,0.812587412587413,1,0,511555.1259536
mock04,1,f,r,17,1,8,2,1,2,22,1,0.958535400044639,1,0.429370629370629,0.745454545454545,1,0,511559.1099678
mock04,1,f,r,17,1,12,2,2,2,11,1,1.43515189999016,1,0.587412587412587,0.73986013986014,1,0,511563.0293872
mock04,1,f,r,17,1,8,1,3,2,3,1,0.711395399994217,1,0.48951048951049,0.904895104895105,1,0,511566.9401448
mock04,1,f,r,17,2,1,1,1,1,16,2,0.984752000018489,1,0.598601398601399,0.966433566433566,1,0,511570.6392381
mock04,1,f,r,17,1,3,2,2,1,13,1,0.727453499974217,1,0.566433566433566,0.896503496503497,1,0,511574.4032161
mock04,1,f,r,17,2,4,1,2,1,17,2,0.998126799997408,1,0.532867132867133,0.840559440559441,1,0,511578.0977264
mock04,1,f,r,17,1,11,2,1,1,18,1,0.944378999993205,1,0.552447552447552,0.820979020979021,1,0,511581.7349319
mock04,1,f,r,17,1,11,1,2,2,9,1,0.692715199955273,1,0.41958041958042,0.787412587412587,1,0,511585.729531
mock04,1,f,r,17,2,10,2,2,2,14,2,0.976263099990319,1,0.553846153846154,0.661538461538462,1,0,511589.6890463
mock04,1,f,r,17,1,9,2,3,1,2,1,1.05479299998842,1,0.502097902097902,0.98041958041958,1,0,511593.144684
mock04,1,f,r,17,2,4,2,2,2,15,2,0.963232700014487,1,0.58041958041958,0.977622377622378,1,0,511597.2987844
mock04,1,f,r,17,2,10,1,2,1,17,2,0.750576800026465,1,0.478321678321678,0.818181818181818,1,0,511601.0740329
mock04,1,f,r,17,2,3,2,1,2,21,2,0.632819999998901,1,0.425174825174825,0.627972027972028,1,0,511605.0665361
mock04,1,f,r,17,2,3,2,3,1,19,2,0.622708799957763,1,0.433566433566434,0.723076923076923,1,0,511608.4933752
mock04,1,f,r,17,2,8,2,2,2,4,2,0.707133500021882,1,0.430769230769231,0.86013986013986,1,0,511612.3878958
mock04,1,f,r,17,2,6,1,2,1,18,2,0.702545600011945,1,0.504895104895105,0.767832167832168,1,0,511616.0459734
mock04,1,f,r,17,2,8,2,3,1,2,2,0.732083500013687,1,0.511888111888112,0.776223776223776,1,0,511619.6125602
mock04,1,f,r,17,1,2,1,1,2,13,NaN,NaN,0,0.458741258741259,0.728671328671329,0,1,511623.5587109
mock04,1,f,r,17,2,2,1,1,1,13,2,1.20624840003438,1,0.559440559440559,0.862937062937063,1,0,511627.0830924
mock04,1,f,r,17,1,11,1,2,1,20,1,1.06063790002372,1,0.569230769230769,0.622377622377622,1,0,511630.7420427
mock04,1,f,r,17,1,8,1,1,1,9,1,1.25384159997338,1,0.492307692307692,0.823776223776224,1,0,511634.1605387
mock04,1,f,r,17,2,4,1,1,1,2,2,1.65518479997991,1,0.541258741258741,0.795804195804196,1,0,511637.779491
mock04,1,f,r,17,1,11,2,3,2,19,1,1.01683109998703,1,0.500699300699301,0.709090909090909,1,0,511641.7442779
mock04,1,f,r,17,1,5,1,2,2,8,1,0.826214000000618,1,0.462937062937063,0.608391608391608,1,0,511645.6227594
mock04,1,f,r,17,2,8,1,3,1,18,2,0.816062600002624,1,0.415384615384615,0.801398601398601,1,0,511649.0281177
mock04,1,f,r,17,1,1,2,1,1,17,1,0.968126600026153,1,0.453146853146853,0.935664335664336,1,0,511652.6258559
mock04,1,f,r,17,2,8,2,3,2,9,2,0.890703900018707,1,0.52027972027972,0.759440559440559,1,0,511656.7309314
mock04,1,f,r,17,1,2,1,3,2,4,NaN,NaN,0,0.46013986013986,0.72027972027972,0,1,511660.6587104
mock04,1,f,r,17,1,9,2,2,2,10,1,0.807425900013186,1,0.439160839160839,0.686713286713287,1,0,511664.5500026
mock04,1,f,r,17,2,7,1,1,1,16,2,1.20299040002283,1,0.423776223776224,0.93006993006993,1,0,511668.0295136
mock04,1,f,r,17,1,7,2,3,2,12,1,0.673951400036458,1,0.490909090909091,0.765034965034965,1,0,511672.135012
mock04,1,f,r,17,2,3,1,3,1,8,2,0.707574900006875,1,0.481118881118881,0.681118881118881,1,0,511675.6985288
mock04,1,f,r,17,2,4,2,2,1,13,2,0.60395309998421,1,0.495104895104895,0.848951048951049,1,0,511679.1770639
mock04,1,f,r,17,1,4,1,3,1,23,1,0.860160900047049,1,0.427972027972028,0.779020979020979,1,0,511682.8237264
mock04,1,f,r,17,1,7,1,3,1,19,1,1.76872029999504,1,0.422377622377622,0.832167832167832,1,0,511686.4007136
mock04,1,f,r,17,2,7,1,2,2,23,2,1.10973799997009,1,0.412587412587413,0.616783216783217,1,0,511690.4068339
mock04,1,f,r,17,2,7,1,3,2,13,2,0.703364600019995,1,0.465734265734266,0.625174825174825,1,0,511694.1952066
mock04,1,f,r,17,1,11,1,1,2,18,1,0.569866600038949,1,0.443356643356643,0.639160839160839,1,0,511697.9881561
mock04,1,f,r,17,1,9,1,1,2,6,1,0.785098999971524,1,0.405594405594406,0.700699300699301,1,0,511701.800991
mock04,1,f,r,17,1,3,2,2,2,14,1,0.750444600009359,1,0.468531468531469,0.899300699300699,1,0,511705.6754718
mock04,1,f,r,17,2,12,1,1,1,14,2,0.905196500010788,1,0.455944055944056,0.737062937062937,1,0,511709.3749683
mock04,1,f,r,17,2,3,1,2,1,20,2,0.776244699954987,1,0.413986013986014,0.907692307692308,1,0,511712.9067732
mock04,1,f,r,17,1,12,2,1,1,10,1,0.869428400008474,1,0.534265734265734,0.924475524475525,1,0,511716.6117621
mock04,1,f,r,17,1,4,1,3,2,16,1,0.62399600003846,1,0.446153846153846,0.946853146853147,1,0,511720.7113944
mock04,1,f,r,17,2,10,2,1,2,17,2,0.671569500002079,1,0.482517482517482,0.806993006993007,1,0,511724.8303194
mock04,1,f,r,17,2,9,1,3,1,10,2,0.700607699982356,1,0.53006993006993,0.611188811188811,1,0,511728.4334266
mock04,1,f,r,17,2,5,1,1,1,18,2,0.673358400003053,1,0.591608391608392,0.770629370629371,1,0,511731.8422218
mock04,1,f,r,17,1,1,1,3,2,14,1,0.83413529995596,1,0.572027972027972,0.61958041958042,1,0,511735.785611
mock04,1,f,r,17,2,3,1,3,2,16,2,0.658759200014174,1,0.436363636363636,0.613986013986014,1,0,511739.578912
mock04,1,f,r,17,1,7,2,2,2,15,1,0.747726599976886,1,0.474125874125874,0.672727272727273,1,0,511743.3649941
mock04,1,f,r,17,2,7,1,2,1,21,2,1.39732920000097,1,0.574825174825175,0.798601398601399,1,0,511746.8333426
